_key,No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
217,217,YUM,"Yum! Brands, Inc.",Consumer Cyclical,Restaurants,USA,36.61B,33.52,125.48,1.64%,"2,247,830"
218,218,IFF,International Flavors & Fragrances Inc.,Basic Materials,Specialty Chemicals,USA,36.56B,81.73,149.16,0.24%,"1,003,592"
219,219,AFL,Aflac Incorporated,Financial,Insurance - Life,USA,36.38B,6.91,53.80,0.19%,"2,553,118"
220,220,CTSH,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,USA,35.84B,24.26,69.13,-0.43%,"3,582,561"
221,221,GIS,"General Mills, Inc.",Consumer Defensive,Packaged Foods,USA,35.79B,15.76,59.55,0.39%,"2,328,843"
222,222,TDG,TransDigm Group Incorporated,Industrials,Aerospace & Defense,USA,35.58B,213.96,648.51,-0.33%,"109,228"
223,223,MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,USA,35.44B,-,54.34,-0.59%,"3,599,400"
224,224,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,USA,35.27B,-,142.68,-1.37%,"1,266,701"
225,225,HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,Lodging,USA,35.21B,-,128.50,1.44%,"2,478,568"
226,226,LVS,Las Vegas Sands Corp.,Consumer Cyclical,Resorts & Casinos,USA,34.38B,-,43.62,-3.81%,"11,789,452"
227,227,CPRT,"Copart, Inc.",Industrials,Specialty Business Services,USA,34.29B,41.42,146.06,0.08%,"781,409"
228,228,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA,34.19B,17.85,1624.95,0.17%,"123,278"
229,229,CMI,Cummins Inc.,Industrials,Specialty Industrial Machinery,USA,34.18B,18.48,233.80,-1.14%,"1,257,426"
230,230,MTD,Mettler-Toledo International Inc.,Healthcare,Diagnostics & Research,USA,34.02B,54.33,1479.88,0.57%,"62,377"
231,231,FRC,First Republic Bank,Financial,Banks - Regional,USA,33.97B,28.05,194.99,-0.48%,"585,376"
232,232,ROK,"Rockwell Automation, Inc.",Industrials,Specialty Industrial Machinery,USA,33.87B,21.63,293.49,-1.45%,"1,016,891"
233,233,GLW,Corning Incorporated,Technology,Electronic Components,USA,33.84B,30.86,40.52,-1.32%,"7,195,373"
234,234,ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,Medical Devices,USA,33.67B,60.00,162.84,2.00%,"947,258"
235,235,BF-B,Brown-Forman Corporation,Consumer Defensive,Beverages - Wineries & Distilleries,USA,33.66B,38.57,72.47,0.30%,"726,548"
236,236,HPQ,HP Inc.,Technology,Computer Hardware,USA,33.63B,10.07,28.40,-0.28%,"8,971,069"
237,237,LYB,LyondellBasell Industries N.V.,Basic Materials,Specialty Chemicals,USA,32.91B,14.07,99.04,0.50%,"1,189,064"
238,238,PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,USA,32.70B,-,74.54,0.30%,"1,925,845"
239,239,ADM,Archer-Daniels-Midland Company,Consumer Defensive,Farm Products,USA,32.54B,16.01,58.85,0.70%,"3,980,890"
240,240,SWK,"Stanley Black & Decker, Inc.",Industrials,Tools & Accessories,USA,32.25B,20.54,201.61,-2.12%,"1,467,672"
241,241,DHI,"D.R. Horton, Inc.",Consumer Cyclical,Residential Construction,USA,32.17B,9.33,93.14,0.67%,"1,785,580"
242,242,XLNX,"Xilinx, Inc.",Technology,Semiconductors,USA,31.89B,50.15,131.00,-3.28%,"3,402,151"
243,243,VFC,V.F. Corporation,Consumer Cyclical,Apparel Manufacturing,USA,31.65B,92.83,83.36,0.13%,"1,895,259"
244,244,AVB,"AvalonBay Communities, Inc.",Real Estate,REIT - Residential,USA,31.54B,39.94,228.28,0.92%,"456,466"
245,245,AME,"AMETEK, Inc.",Industrials,Specialty Industrial Machinery,USA,31.49B,39.13,137.03,-0.16%,"633,431"
246,246,CTVA,"Corteva, Inc.",Basic Materials,Agricultural Inputs,USA,31.45B,29.72,42.53,0.43%,"2,850,442"
247,247,EQR,Equity Residential,Real Estate,REIT - Residential,USA,31.39B,47.19,84.84,0.41%,"1,414,267"
248,248,PEG,Public Service Enterprise Group Incorporated,Utilities,Utilities - Diversified,USA,31.25B,15.14,62.85,2.11%,"1,814,392"
249,249,SIVB,SVB Financial Group,Financial,Banks - Regional,USA,31.06B,15.84,554.32,-1.88%,"266,335"
250,250,EFX,Equifax Inc.,Industrials,Consulting Services,USA,31.02B,43.70,258.29,1.25%,"587,538"
251,251,MCK,McKesson Corporation,Healthcare,Medical Distribution,USA,31.01B,-,204.12,0.80%,"992,526"
252,252,FAST,Fastenal Company,Industrials,Industrial Distribution,USA,30.84B,36.14,54.39,0.07%,"4,743,626"
253,253,WMB,"The Williams Companies, Inc.",Energy,Oil & Gas Midstream,USA,30.83B,26.68,25.27,-1.25%,"5,820,023"
254,254,SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,USA,30.80B,26.01,188.16,-2.40%,"1,879,784"
255,255,ARE,"Alexandria Real Estate Equities, Inc.",Real Estate,REIT - Office,USA,30.80B,34.87,200.75,2.33%,"1,134,508"
256,256,ANSS,"ANSYS, Inc.",Technology,Software - Application,USA,30.75B,68.39,359.85,-0.94%,"222,252"
257,257,LUV,Southwest Airlines Co.,Industrials,Airlines,USA,30.60B,-,51.15,-1.22%,"4,799,696"
258,258,LEN,Lennar Corporation,Consumer Cyclical,Residential Construction,USA,30.43B,9.47,102.39,1.07%,"1,536,411"
259,259,AWK,"American Water Works Company, Inc.",Utilities,Utilities - Regulated Water,USA,30.36B,43.23,170.20,2.42%,"581,755"
260,260,CBRE,"CBRE Group, Inc.",Real Estate,Real Estate Services,USA,30.30B,36.57,91.35,2.41%,"1,882,414"
261,261,NDAQ,"Nasdaq, Inc.",Financial,Financial Data & Stock Exchanges,USA,30.08B,27.49,185.69,-0.48%,"634,996"
262,262,VRSK,"Verisk Analytics, Inc.",Industrials,Consulting Services,USA,30.07B,43.42,186.70,-0.06%,"669,296"
263,263,WEC,"WEC Energy Group, Inc.",Utilities,Utilities - Regulated Electric,USA,29.93B,24.28,96.50,2.49%,"1,294,281"
264,264,KR,The Kroger Co.,Consumer Defensive,Grocery Stores,USA,29.79B,20.87,40.03,0.60%,"3,982,748"
265,265,STT,State Street Corporation,Financial,Asset Management,USA,29.64B,13.63,85.70,-0.53%,"1,459,610"
266,266,ES,Eversource Energy,Utilities,Utilities - Regulated Electric,USA,29.60B,24.29,87.60,2.07%,"1,339,383"
267,267,ODFL,"Old Dominion Freight Line, Inc.",Industrials,Trucking,USA,29.41B,41.34,259.27,0.19%,"786,788"
268,268,NUE,Nucor Corporation,Basic Materials,Steel,USA,29.29B,41.55,98.38,0.63%,"2,827,468"
269,269,PCAR,PACCAR Inc,Industrials,Farm & Heavy Construction Machinery,USA,29.23B,20.89,84.61,-2.65%,"3,363,625"
270,270,KEYS,"Keysight Technologies, Inc.",Technology,Scientific & Technical Instruments,USA,29.06B,39.75,158.84,-0.71%,"887,669"
271,271,AMP,"Ameriprise Financial, Inc.",Financial,Asset Management,USA,28.69B,-,249.55,-0.64%,"696,115"
272,272,GRMN,Garmin Ltd.,Technology,Scientific & Technical Instruments,Switzerland,28.63B,27.80,152.04,-0.82%,"580,252"
273,273,AJG,Arthur J. Gallagher & Co.,Financial,Insurance Brokers,USA,28.56B,32.38,140.33,0.08%,"1,459,758"
274,274,ZBRA,Zebra Technologies Corporation,Technology,Communication Equipment,USA,28.25B,45.22,540.18,-0.94%,"232,762"
275,275,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,USA,28.02B,43.97,374.63,-0.73%,"283,541"
276,276,BBY,"Best Buy Co., Inc.",Consumer Cyclical,Specialty Retail,USA,27.81B,13.40,114.36,-0.41%,"1,417,392"
277,277,O,Realty Income Corporation,Real Estate,REIT - Retail,USA,27.44B,73.39,71.04,0.54%,"3,491,854"
278,278,WST,"West Pharmaceutical Services, Inc.",Healthcare,Medical Instruments & Supplies,USA,27.41B,67.86,378.38,0.23%,"220,241"
279,279,LH,Laboratory Corporation of America Holdings,Healthcare,Diagnostics & Research,USA,27.40B,10.53,283.13,0.72%,"417,650"
280,280,GNRC,Generac Holdings Inc.,Industrials,Specialty Industrial Machinery,USA,27.32B,61.69,438.92,-1.29%,"685,870"
281,281,BLL,Ball Corporation,Consumer Cyclical,Packaging & Containers,USA,27.20B,36.69,81.12,-0.06%,"1,124,600"
282,282,SYF,Synchrony Financial,Financial,Credit Services,USA,27.11B,8.43,47.23,0.19%,"3,770,403"
283,283,VIAC,ViacomCBS Inc.,Communication Services,Entertainment,USA,26.78B,9.55,41.34,-1.94%,"7,577,683"
284,284,VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,USA,26.71B,-,65.58,0.06%,"4,751,993"
285,285,CCL,Carnival Corporation & plc,Consumer Cyclical,Travel Services,USA,26.65B,-,22.80,-1.55%,"26,315,362"
286,286,DAL,"Delta Air Lines, Inc.",Industrials,Airlines,USA,26.63B,-,40.96,-1.70%,"10,452,984"
287,287,WLTW,Willis Towers Watson Public Limited Company,Financial,Insurance Brokers,United Kingdom,26.56B,18.03,206.00,-0.03%,"5,299,838"
288,288,ED,"Consolidated Edison, Inc.",Utilities,Utilities - Regulated Electric,USA,26.26B,22.31,75.53,2.12%,"1,618,622"
289,289,TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products,USA,25.96B,12.50,71.77,0.73%,"2,781,165"
290,290,VRSN,"VeriSign, Inc.",Technology,Software - Infrastructure,USA,25.90B,39.74,219.17,-1.70%,"547,494"
291,291,WY,Weyerhaeuser Company,Real Estate,REIT - Specialty,USA,25.80B,19.67,34.85,0.55%,"3,272,130"
292,292,FITB,Fifth Third Bancorp,Financial,Banks - Regional,USA,25.78B,10.61,36.38,0.17%,"4,168,060"
293,293,MXIM,"Maxim Integrated Products, Inc.",Technology,Semiconductors,USA,25.68B,33.49,96.81,-2.43%,"3,216,773"
294,294,HRL,Hormel Foods Corporation,Consumer Defensive,Packaged Foods,USA,25.53B,29.42,47.69,0.91%,"1,230,509"
295,295,CDW,CDW Corporation,Technology,Information Technology Services,USA,24.93B,30.67,181.30,-0.15%,"528,376"
296,296,OXY,Occidental Petroleum Corporation,Energy,Oil & Gas E&P,USA,24.91B,-,26.26,-3.17%,"12,728,379"
297,297,ABC,AmerisourceBergen Corporation,Healthcare,Medical Distribution,USA,24.64B,-,121.41,0.51%,"552,120"
298,298,ETSY,"Etsy, Inc.",Consumer Cyclical,Internet Retail,USA,24.50B,57.77,199.48,-3.19%,"2,783,721"
299,299,EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,USA,23.84B,-,163.72,0.63%,"1,891,683"
300,300,CERN,Cerner Corporation,Healthcare,Health Information Services,USA,23.80B,30.37,79.35,1.35%,"2,607,037"
301,301,DOV,Dover Corporation,Industrials,Specialty Industrial Machinery,USA,23.66B,27.04,163.83,0.56%,"923,325"
302,302,OKE,"ONEOK, Inc.",Energy,Oil & Gas Midstream,USA,23.64B,20.57,52.92,-1.69%,"2,261,177"
303,303,KSU,Kansas City Southern,Industrials,Railroads,USA,23.64B,198.08,261.47,-2.22%,"1,254,351"
304,304,ENPH,"Enphase Energy, Inc.",Technology,Solar,USA,23.56B,281.53,172.86,-2.16%,"2,736,815"
305,305,GWW,"W.W. Grainger, Inc.",Industrials,Industrial Distribution,USA,23.55B,32.02,456.18,-0.12%,"170,784"
306,306,URI,"United Rentals, Inc.",Industrials,Rental & Leasing Services,USA,23.35B,25.76,326.75,-0.35%,"602,910"
307,307,FTV,Fortive Corporation,Technology,Scientific & Technical Instruments,USA,23.23B,16.96,68.77,-0.29%,"4,765,529"
308,308,NTRS,Northern Trust Corporation,Financial,Asset Management,USA,23.22B,19.14,112.22,-0.25%,"815,314"
309,309,VMC,Vulcan Materials Company,Basic Materials,Building Materials,USA,23.16B,34.14,176.66,0.38%,"493,331"
310,310,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,23.03B,-,74.06,-2.36%,"2,107,850"
311,311,IP,International Paper Company,Consumer Cyclical,Packaging & Containers,USA,22.92B,23.87,58.74,0.51%,"1,868,527"
312,312,WAT,Waters Corporation,Healthcare,Diagnostics & Research,USA,22.90B,38.36,378.52,-0.99%,"335,494"
313,313,DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,USA,22.79B,15.93,99.00,-1.58%,"1,718,905"
314,314,PAYC,"Paycom Software, Inc.",Technology,Software - Application,USA,22.77B,155.86,388.56,-0.70%,"200,686"
315,315,DISH,DISH Network Corporation,Communication Services,Entertainment,USA,22.74B,11.06,42.87,0.40%,"2,026,214"
316,316,DTE,DTE Energy Company,Utilities,Utilities - Regulated Electric,USA,22.70B,16.16,118.70,2.43%,"1,724,703"
317,317,MKC,"McCormick & Company, Incorporated",Consumer Defensive,Packaged Foods,USA,22.65B,30.75,85.75,0.43%,"1,164,185"
318,318,VTR,"Ventas, Inc.",Real Estate,REIT - Healthcare Facilities,USA,22.62B,-,60.04,0.49%,"1,483,379"
319,319,EXR,Extra Space Storage Inc.,Real Estate,REIT - Industrial,USA,22.62B,39.05,171.80,0.61%,"861,083"
320,320,IT,"Gartner, Inc.",Technology,Information Technology Services,USA,22.48B,66.67,264.74,0.59%,"344,024"
321,321,ALB,Albemarle Corporation,Basic Materials,Specialty Chemicals,USA,22.34B,56.31,188.99,-3.00%,"1,190,421"
322,322,CLX,The Clorox Company,Consumer Defensive,Household & Personal Products,USA,22.24B,25.52,182.83,-1.50%,"1,586,529"
323,323,HIG,"The Hartford Financial Services Group, Inc.",Financial,Insurance - Diversified,USA,22.18B,13.24,61.90,-0.05%,"1,012,488"
324,324,XYL,Xylem Inc.,Industrials,Specialty Industrial Machinery,USA,22.09B,74.18,123.95,-0.10%,"581,256"
325,325,PPL,PPL Corporation,Utilities,Utilities - Regulated Electric,USA,21.96B,19.79,28.74,1.30%,"4,064,123"
326,326,KMX,"CarMax, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,21.92B,19.00,134.97,-0.09%,"743,620"
327,327,MLM,"Martin Marietta Materials, Inc.",Basic Materials,Building Materials,USA,21.70B,29.01,353.29,0.18%,"223,888"
328,328,EIX,Edison International,Utilities,Utilities - Regulated Electric,USA,21.56B,26.58,57.15,2.99%,"2,859,788"
329,329,FE,FirstEnergy Corp.,Utilities,Utilities - Diversified,USA,21.51B,16.07,38.87,0.28%,"6,102,530"
330,330,AEE,Ameren Corporation,Utilities,Utilities - Regulated Electric,USA,21.48B,22.23,84.99,2.09%,"740,262"
331,331,K,Kellogg Company,Consumer Defensive,Packaged Foods,USA,21.47B,16.85,63.71,0.73%,"1,355,728"
332,332,DPZ,"Domino's Pizza, Inc.",Consumer Cyclical,Restaurants,USA,21.42B,43.35,538.01,0.69%,"498,737"
333,333,MAA,"Mid-America Apartment Communities, Inc.",Real Estate,REIT - Residential,USA,21.29B,82.30,188.21,0.75%,"517,171"
334,334,ESS,"Essex Property Trust, Inc.",Real Estate,REIT - Residential,USA,21.28B,51.24,331.80,0.21%,"237,330"
335,335,BKR,Baker Hughes Company,Energy,Oil & Gas Equipment & Services,USA,21.18B,-,20.67,-1.05%,"8,064,283"
336,336,FLT,"FLEETCOR Technologies, Inc.",Technology,Information Technology Services,USA,21.17B,29.84,256.94,0.15%,"424,616"
337,337,CHD,"Church & Dwight Co., Inc.",Consumer Defensive,Household & Personal Products,USA,21.02B,28.21,87.05,0.71%,"1,095,244"
338,338,EXPD,"Expeditors International of Washington, Inc.",Industrials,Integrated Freight & Logistics,USA,21.01B,25.09,126.35,-2.51%,"1,428,369"
339,339,LB,"L Brands, Inc.",Consumer Cyclical,Apparel Retail,USA,20.89B,15.71,77.53,0.09%,"4,074,090"
340,340,ETR,Entergy Corporation,Utilities,Utilities - Diversified,USA,20.76B,13.21,105.34,1.50%,"714,267"
341,341,BIO,"Bio-Rad Laboratories, Inc.",Healthcare,Medical Devices,USA,20.69B,5.17,702.79,2.51%,"134,338"
342,342,TSCO,Tractor Supply Company,Consumer Cyclical,Specialty Retail,USA,20.65B,24.56,184.36,-1.97%,"915,412"
343,343,QRVO,"Qorvo, Inc.",Technology,Semiconductors,USA,20.64B,29.53,187.15,-2.53%,"952,568"
344,344,RCL,Royal Caribbean Group,Consumer Cyclical,Travel Services,USA,20.52B,-,80.56,-0.40%,"3,931,539"
345,345,HBAN,Huntington Bancshares Incorporated,Financial,Banks - Regional,USA,20.44B,12.14,13.91,-0.07%,"7,991,148"
346,346,TRMB,Trimble Inc.,Technology,Scientific & Technical Instruments,USA,20.42B,47.22,82.49,-0.89%,"662,138"
347,347,FOXA,Fox Corporation,Communication Services,Broadcasting,USA,20.32B,10.77,36.20,-0.98%,"1,531,257"
348,348,TER,"Teradyne, Inc.",Technology,Semiconductor Equipment & Materials,USA,20.20B,28.05,123.46,-3.12%,"2,384,289"
349,349,IR,Ingersoll Rand Inc.,Industrials,Specialty Industrial Machinery,USA,20.18B,177.24,48.21,-1.31%,"1,461,966"
350,350,FOX,Fox Corporation,Communication Services,Broadcasting,USA,19.93B,10.12,33.96,-1.05%,"691,169"
351,351,TYL,"Tyler Technologies, Inc.",Technology,Software - Application,USA,19.91B,111.38,492.75,-0.33%,"131,949"
352,352,COO,"The Cooper Companies, Inc.",Healthcare,Medical Instruments & Supplies,USA,19.90B,8.65,410.00,1.08%,"232,143"
353,353,PEAK,"Healthpeak Properties, Inc.",Real Estate,REIT - Healthcare Facilities,USA,19.81B,-,36.97,1.59%,"3,128,365"
354,354,CZR,"Caesars Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,USA,19.78B,-,92.51,-0.79%,"1,899,668"
355,355,BR,"Broadridge Financial Solutions, Inc.",Technology,Information Technology Services,USA,19.73B,39.02,171.89,-0.28%,"330,661"
356,356,CRL,"Charles River Laboratories International, Inc.",Healthcare,Diagnostics & Research,USA,19.58B,53.32,392.75,-0.13%,"314,384"
357,357,DRI,"Darden Restaurants, Inc.",Consumer Cyclical,Restaurants,USA,19.52B,31.23,149.51,1.47%,"1,966,172"
358,358,CTLT,"Catalent, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,19.24B,38.53,114.00,0.88%,"562,796"
359,359,TTWO,"Take-Two Interactive Software, Inc.",Communication Services,Electronic Gaming & Multimedia,USA,19.15B,32.96,167.50,-3.12%,"1,472,244"
360,360,AKAM,"Akamai Technologies, Inc.",Technology,Software - Infrastructure,USA,19.11B,33.68,119.85,0.53%,"969,584"
361,361,STX,Seagate Technology Holdings plc,Technology,Computer Hardware,Ireland,18.96B,15.68,85.18,-1.26%,"2,101,741"
362,362,DRE,Duke Realty Corporation,Real Estate,REIT - Industrial,USA,18.93B,53.37,51.29,0.77%,"1,085,593"
363,363,WDC,Western Digital Corporation,Technology,Computer Hardware,USA,18.90B,55.19,62.36,-2.97%,"3,909,107"
364,364,MGM,MGM Resorts International,Consumer Cyclical,Resorts & Casinos,USA,18.89B,-,38.04,-2.93%,"6,039,624"
365,365,CFG,"Citizens Financial Group, Inc.",Financial,Banks - Regional,USA,18.82B,9.89,44.32,0.25%,"2,769,853"
366,366,HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,USA,18.77B,127.41,20.64,-0.24%,"10,453,602"
367,367,KEY,KeyCorp,Financial,Banks - Regional,USA,18.69B,8.44,19.36,0.05%,"7,250,444"
368,368,CINF,Cincinnati Financial Corporation,Financial,Insurance - Property & Casualty,USA,18.66B,6.14,116.05,-0.62%,"552,016"
369,369,HPE,Hewlett Packard Enterprise Company,Technology,Communication Equipment,USA,18.62B,29.15,14.34,-0.62%,"6,476,082"
370,370,PKI,"PerkinElmer, Inc.",Healthcare,Diagnostics & Research,USA,18.58B,17.81,170.16,-1.13%,"947,881"
371,371,TFX,Teleflex Incorporated,Healthcare,Medical Instruments & Supplies,USA,18.57B,68.15,402.29,1.16%,"388,260"
372,372,RF,Regions Financial Corporation,Financial,Banks - Regional,USA,18.50B,12.77,19.39,0.26%,"4,869,243"
373,373,POOL,Pool Corporation,Consumer Cyclical,Leisure,USA,18.45B,35.88,471.87,1.05%,"236,624"
374,374,ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,Specialty Retail,USA,18.42B,39.28,337.52,-1.96%,"486,630"
375,375,HOLX,"Hologic, Inc.",Healthcare,Medical Instruments & Supplies,USA,18.36B,9.91,72.19,0.92%,"1,885,658"
376,376,STE,STERIS plc,Healthcare,Medical Instruments & Supplies,Ireland,18.32B,46.45,214.86,1.50%,"313,158"
377,377,GPC,Genuine Parts Company,Consumer Cyclical,Specialty Retail,USA,18.23B,22.81,128.88,0.13%,"570,735"
378,378,ROL,"Rollins, Inc.",Consumer Cyclical,Personal Services,USA,18.16B,58.87,37.15,-0.59%,"1,398,426"
379,379,NVR,"NVR, Inc.",Consumer Cyclical,Residential Construction,USA,18.13B,17.77,5106.14,1.46%,"12,132"
380,380,DGX,Quest Diagnostics Incorporated,Healthcare,Diagnostics & Research,USA,18.09B,8.34,139.96,1.14%,"1,150,676"
381,381,BXP,"Boston Properties, Inc.",Real Estate,REIT - Office,USA,18.08B,39.73,116.24,0.75%,"724,058"
382,382,CMS,CMS Energy Corporation,Utilities,Utilities - Regulated Electric,USA,18.05B,22.05,63.22,2.00%,"1,911,113"
383,383,AMCR,Amcor plc,Consumer Cyclical,Packaging & Containers,Switzerland,17.89B,20.93,11.53,0.35%,"4,551,262"
384,384,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA,17.81B,-,25.94,-2.66%,"8,428,691"
385,385,LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,USA,17.80B,-,80.29,-2.30%,"2,248,096"
386,386,RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,USA,17.72B,17.24,129.00,-0.77%,"612,061"
387,387,MKTX,MarketAxess Holdings Inc.,Financial,Capital Markets,USA,17.32B,61.74,466.72,-0.05%,"189,066"
388,388,NTAP,"NetApp, Inc.",Technology,Computer Hardware,USA,17.27B,24.22,77.96,-0.75%,"1,181,434"
389,389,J,Jacobs Engineering Group Inc.,Industrials,Engineering & Construction,USA,17.19B,31.71,133.66,0.26%,"370,040"
390,390,CAH,"Cardinal Health, Inc.",Healthcare,Medical Distribution,USA,17.19B,15.19,59.42,0.75%,"1,491,519"
391,391,MTB,M&T Bank Corporation,Financial,Banks - Regional,USA,17.19B,13.45,133.96,1.29%,"1,307,908"
392,392,JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,Integrated Freight & Logistics,USA,17.10B,29.52,165.39,-0.10%,"375,820"
393,393,IEX,IDEX Corporation,Industrials,Specialty Industrial Machinery,USA,17.06B,44.49,226.25,0.05%,"311,820"
394,394,PFG,"Principal Financial Group, Inc.",Financial,Insurance - Diversified,USA,16.97B,10.64,62.55,-0.14%,"1,057,766"
395,395,CE,Celanese Corporation,Basic Materials,Chemicals,USA,16.91B,8.57,154.10,0.35%,"808,034"
396,396,AVY,Avery Dennison Corporation,Industrials,Business Equipment & Supplies,USA,16.91B,27.31,205.05,-0.12%,"683,725"
397,397,VTRS,Viatris Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,USA,16.73B,-,13.91,0.51%,"5,180,150"
398,398,INCY,Incyte Corporation,Healthcare,Biotechnology,USA,16.65B,35.15,76.34,-1.25%,"1,998,621"
399,399,CAG,"Conagra Brands, Inc.",Consumer Defensive,Packaged Foods,USA,16.37B,12.85,34.22,-0.09%,"2,744,333"
400,400,PTC,PTC Inc.,Technology,Software - Application,USA,16.30B,76.46,143.60,-5.10%,"888,812"
401,401,AES,The AES Corporation,Utilities,Utilities - Diversified,USA,16.28B,-,24.31,1.29%,"5,460,862"
402,402,TDY,Teledyne Technologies Incorporated,Technology,Scientific & Technical Instruments,USA,16.23B,41.46,441.51,-0.78%,"210,207"
403,403,UDR,"UDR, Inc.",Real Estate,REIT - Residential,USA,16.21B,281.68,55.21,0.25%,"1,707,162"
404,404,UAL,"United Airlines Holdings, Inc.",Industrials,Airlines,USA,15.88B,-,48.65,-1.64%,"10,508,056"
405,405,OMC,Omnicom Group Inc.,Communication Services,Advertising Agencies,USA,15.69B,11.80,73.47,0.27%,"1,102,608"
406,406,TXT,Textron Inc.,Industrials,Aerospace & Defense,USA,15.53B,36.60,68.66,0.76%,"736,742"
407,407,WAB,Westinghouse Air Brake Technologies Corporation,Industrials,Railroads,USA,15.47B,37.58,82.01,-0.11%,"902,037"
408,408,EVRG,"Evergy, Inc.",Utilities,Utilities - Regulated Electric,USA,14.98B,20.37,66.30,1.77%,"1,200,036"
409,409,MAS,Masco Corporation,Industrials,Building Products & Equipment,USA,14.94B,20.32,59.71,0.66%,"1,845,821"
410,410,LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,USA,14.94B,20.08,50.06,-1.80%,"1,991,822"
411,411,LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Services,USA,14.93B,21.41,106.76,0.28%,"559,994"
412,412,BEN,"Franklin Resources, Inc.",Financial,Asset Management,USA,14.92B,13.71,29.44,-1.41%,"3,625,786"
413,413,EMN,Eastman Chemical Company,Basic Materials,Chemicals,USA,14.89B,30.75,110.85,-0.84%,"555,508"
414,414,CNP,"CenterPoint Energy, Inc.",Utilities,Utilities - Regulated Gas,USA,14.82B,23.17,25.69,1.34%,"3,196,793"
415,415,NLOK,NortonLifeLock Inc.,Technology,Software - Infrastructure,USA,14.74B,21.91,25.48,-0.78%,"2,985,080"
416,416,LNT,Alliant Energy Corporation,Utilities,Utilities - Regulated Electric,USA,14.67B,24.28,59.73,1.93%,"1,026,158"
417,417,ABMD,"Abiomed, Inc.",Healthcare,Medical Devices,USA,14.38B,65.20,321.96,-0.94%,"146,469"
418,418,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,14.30B,-,78.55,-2.12%,"1,809,939"
419,419,DISCA,"Discovery, Inc.",Communication Services,Entertainment,USA,14.22B,19.60,28.83,-1.74%,"6,523,840"
420,420,HWM,Howmet Aerospace Inc.,Industrials,Specialty Industrial Machinery,USA,14.19B,105.58,32.73,0.68%,"2,385,642"
421,421,CTXS,"Citrix Systems, Inc.",Technology,Software - Application,USA,14.19B,34.90,114.71,-0.05%,"621,290"
422,422,SJM,The J. M. Smucker Company,Consumer Defensive,Packaged Foods,USA,14.16B,16.99,132.00,1.00%,"559,397"
423,423,NWSA,News Corporation,Communication Services,Broadcasting,USA,14.16B,-,24.72,-0.32%,"1,213,486"
424,424,L,Loews Corporation,Financial,Insurance - Property & Casualty,USA,14.13B,-,53.75,-0.41%,"599,478"
425,425,LUMN,"Lumen Technologies, Inc.",Communication Services,Telecom Services,USA,14.13B,-,12.78,-1.08%,"10,443,923"
426,426,XRAY,DENTSPLY SIRONA Inc.,Healthcare,Medical Instruments & Supplies,USA,14.08B,81.82,64.80,1.84%,"1,325,426"
427,427,HAS,"Hasbro, Inc.",Consumer Cyclical,Leisure,USA,14.07B,34.21,101.37,-2.27%,"1,490,480"
428,428,NWS,News Corporation,Communication Services,Broadcasting,USA,13.83B,-,23.51,-0.68%,"338,275"
429,429,AAP,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,13.79B,23.09,215.37,0.60%,"698,918"
430,430,AAL,American Airlines Group Inc.,Industrials,Airlines,USA,13.74B,-,21.46,-2.81%,"29,996,572"
431,431,FMC,FMC Corporation,Basic Materials,Agricultural Inputs,USA,13.63B,24.91,106.23,-0.38%,"409,567"
432,432,PHM,"PulteGroup, Inc.",Consumer Cyclical,Residential Construction,USA,13.63B,9.59,53.39,0.06%,"3,489,658"
433,433,CPB,Campbell Soup Company,Consumer Defensive,Packaged Foods,USA,13.45B,16.88,44.69,0.40%,"2,268,389"
